Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CH8,standard SUV,3,16/34,20/46,18/39,5,No,362
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CH8,standard SUV,3,16/34,20/46,18/39,5,No,362
PORSCHE Panamera Turbo S e-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
FERRARI SF90 Stradale Coupe,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,MFEXV03.9HYB,small car,3,16/51,20/51,18/51,4,No,403
FERRARI SF90 Stradale Coupe,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,MFEXV03.9HYB,small car,3,16/51,20/51,18/51,4,No,403
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,MPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,MPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE Panamera Turbo S E-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE Panamera Turbo S E-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE Panamera Turbo S E-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE Panamera Turbo S E-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE Panamera Turbo S E-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE Panamera Turbo S E-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,MPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,NFEXV03.9HYB,small car,3,16/42,19/46,17/44,5,No,413
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,NFEXV03.9HYB,small car,3,16/42,19/46,17/44,5,No,413
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,NFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,NFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
PORSCHE Cayenne Turbo S / E-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,NPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE Cayenne Turbo S / E-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,NPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE PanameraTurboSE-Hybrid/Exec/ST,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,NPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
PORSCHE PanameraTurboSE-Hybrid/Exec/ST,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,NPRXV04.0PH8,large car,3,18/45,22/51,19/48,7,No,274
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,Yes,244
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,Yes,244
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,PFEXV03.9HYB,small car,3,16/42,19/46,17/44,5,No,413
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,PFEXV03.9HYB,small car,3,16/42,19/46,17/44,5,No,413
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,PFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,PFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
PORSCHE Cayenne Turbo S E-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,PPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE Cayenne Turbo S E-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,PPRXT04.0CH8,standard SUV,3,17/40,20/44,18/42,6,No,320
PORSCHE Panamera Turbo S E-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,PPRXV04.0PH8,large car,3,18/45,22/51,19/48,6,No,274
PORSCHE Panamera Turbo S E-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,PPRXV04.0PH8,large car,3,18/45,22/51,19/48,6,No,274
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,No,244
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,No,244
BMW XM Label,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,No,255
BMW XM Label,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,No,255
FERRARI F173 HFC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HFC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HGC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HGC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,RFEXV03.9HYB,small car,3,16/42,19/46,17/44,4,No,414
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,RFEXV03.9HYB,small car,3,16/42,19/46,17/44,4,No,414
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,RFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,RFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
ASTON MARTIN DB11 V8,4,8,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11 V8,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN Vantage,4,8,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,18,24,20,4,No,435
ASTON MARTIN Vantage,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,18,24,20,4,No,435
ASTON MARTIN Vantage Manual,4,8,Man-7,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,14,21,17,3,No,541
ASTON MARTIN Vantage Manual,4,8,Man-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,14,21,17,3,No,541
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,large car,3,15,23,18,3,No,495
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,large car,3,15,23,18,3,No,495
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,579
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,579
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,large car,3,13,22,16,2,No,545
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,large car,3,13,22,16,2,No,545
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,516
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,516
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT Convertible,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT Convertible,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,large car,3,17,25,20,4,No,449
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,large car,3,17,25,20,4,No,449
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,large car,3,17,25,20,4,No,450
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,large car,3,17,25,20,4,No,450
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,midsize car,3,18,25,20,4,No,435
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,midsize car,3,18,25,20,4,No,435
BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M8 Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
BMW M8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,small car,3,18,25,20,4,No,435
BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,small car,3,18,25,20,4,No,435
BMW M850i xDrive Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,small car,3,17,25,20,4,No,450
BMW M850i xDrive Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,small car,3,17,25,20,4,No,450
BMW M850i xDrive Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,midsize car,3,17,25,20,4,No,450
BMW M850i xDrive Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,midsize car,3,17,25,20,4,No,450
BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X5 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X5 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X5 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X5 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X5 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X5 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X6 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X6 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,582
BMW X6 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X6 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,standard SUV,3,16,22,18,3,No,487
BMW X7 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,standard SUV,3,15,21,17,3,No,511
BMW X7 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,standard SUV,3,15,21,17,3,No,511
BMW X7 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,standard SUV,3,15,21,17,3,No,511
BMW X7 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,standard SUV,3,15,21,17,3,No,511
CADILLAC CT6,4.2,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXV04.2088,large car,3,14,25,17,3,No,521
CADILLAC CT6,4.2,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXV04.2088,large car,3,14,25,17,3,No,521
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXT06.2374,standard SUV,3,14,21,17,3,No,537
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXT06.2374,standard SUV,3,14,21,17,3,No,537
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LGMXV06.2089,small car,1,14,20,16,2,No,565
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LGMXV06.2089,small car,1,14,20,16,2,No,565
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LGMXV06.2090,small car,1,16,24,19,3,No,477
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LGMXV06.2090,small car,1,16,24,19,3,No,477
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LGMXV06.2089,small car,1,13,21,16,2,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LGMXV06.2089,small car,1,13,21,16,2,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LGMXV06.2090,small car,1,16,27,20,4,No,451
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LGMXV06.2090,small car,1,16,27,20,4,No,451
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LGMXV06.2091,small car,3,15,27,19,3,No,467
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LGMXV06.2091,small car,3,15,27,19,3,No,467
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,pickup,5,16,22,19,3,No,477
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,pickup,5,16,22,19,3,No,477
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,pickup,5,15,21,17,3,No,524
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,special purpose,5,14,18,15,2,No,582
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,pickup,5,15,21,17,3,No,524
CHEVROLET Silverado,5.3,8,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,special purpose,5,14,18,15,2,No,582
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,pickup,5,15,20,17,3,No,525
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,pickup,5,15,20,17,3,No,525
CHEVROLET Silverado,5.3,8,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,special purpose,5,14,17,15,2,No,593
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,pickup,5,17,23,19,3,No,460
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LGMXT05.3386,pickup,5,17,24,20,4,No,448
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,pickup,5,17,23,19,3,No,460
CHEVROLET Silverado,5.3,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LGMXT05.3386,pickup,5,17,24,20,4,No,448
